Time,Slippery,W_02400d,NB_01_FM,NB_06_M,NB_07_FM,Total (NB),Total (W)
3.069,0.181298617,7.238932,0.41504,1,0.29552,1.891858617,9.130790617
3.07,0.181388621,7.23896,0.4152,1,0.2956,1.892188621,9.131148621
3.071,0.181478625,7.238988,0.41536,1,0.29568,1.892518625,9.131506625
3.072,0.18156863,7.239016,0.41552,1,0.29576,1.89284863,9.13186463
3.073,0.181658634,7.239044,0.41568,1,0.29584,1.893178634,9.132222634
3.074,0.181748638,7.239072,0.41584,1,0.29592,1.893508638,9.132580638
3.075,0.181838642,7.2391,0.416,1,0.296,1.893838642,9.132938642
3.076,0.181928646,7.239128,0.41616,1,0.29608,1.894168646,9.133296646
3.077,0.18201865,7.239156,0.41632,1,0.29616,1.89449865,9.13365465
3.078,0.182108654,7.239184,0.41648,1,0.29624,1.894828654,9.134012654
3.079,0.182198659,7.239212,0.41664,1,0.29632,1.895158659,9.134370659
3.08,0.182288663,7.23924,0.4168,1,0.2964,1.895488663,9.134728663
3.081,0.182378667,7.239268,0.41696,1,0.29648,1.895818667,9.135086667
3.082,0.182468671,7.239296,0.41712,1,0.29656,1.896148671,9.135444671
3.083,0.182558675,7.239324,0.41728,1,0.29664,1.896478675,9.135802675
3.084,0.182648679,7.239352,0.41744,1,0.29672,1.896808679,9.136160679
3.085,0.182738684,7.23938,0.4176,1,0.2968,1.897138684,9.136518684
3.086,0.182828688,7.239408,0.41776,1,0.29688,1.897468688,9.136876688
3.087,0.182918692,7.239436,0.41792,1,0.29696,1.897798692,9.137234692
3.088,0.183008696,7.239464,0.41808,1,0.29704,1.898128696,9.137592696
3.089,0.1830987,7.239492,0.41824,1,0.29712,1.8984587,9.1379507
3.09,0.183188704,7.23952,0.4184,1,0.2972,1.898788704,9.138308704
3.091,0.183278708,7.239548,0.41856,1,0.29728,1.899118708,9.138666708
3.092,0.183368713,7.239576,0.41872,1,0.29736,1.899448713,9.139024713
3.093,0.183458717,7.239604,0.41888,1,0.29744,1.899778717,9.139382717
3.094,0.183548721,7.239632,0.41904,1,0.29752,1.900108721,9.139740721
3.095,0.183638725,7.23966,0.4192,1,0.2976,1.900438725,9.140098725
3.096,0.183728729,7.239688,0.41936,1,0.29768,1.900768729,9.140456729
3.097,0.183818733,7.239716,0.41952,1,0.29776,1.901098733,9.140814733
3.098,0.183908737,7.239744,0.41968,1,0.29784,1.901428737,9.141172737
3.099,0.183998742,7.239772,0.41984,1,0.29792,1.901758742,9.141530742
3.1,0.184088746,7.2398,0.42,1,0.298,1.902088746,9.141888746
3.101,0.18417875,7.239828,0.42016,1,0.29808,1.90241875,9.14224675
3.102,0.184268754,7.239856,0.42032,1,0.29816,1.902748754,9.142604754
3.103,0.184358758,7.239884,0.42048,1,0.29824,1.903078758,9.142962758
3.104,0.184448762,7.239912,0.42064,1,0.29832,1.903408762,9.143320762
3.105,0.184538766,7.23994,0.4208,1,0.2984,1.903738766,9.143678766
3.106,0.184628771,7.239968,0.42096,1,0.29848,1.904068771,9.144036771
3.107,0.184718775,7.239996,0.42112,1,0.29856,1.904398775,9.144394775
3.108,0.184808779,7.240024,0.42128,1,0.29864,1.904728779,9.144752779
3.109,0.184898783,7.240052,0.42144,1,0.29872,1.905058783,9.145110783
3.11,0.184988787,7.24008,0.4216,1,0.2988,1.905388787,9.145468787
3.111,0.185078791,7.240108,0.42176,1,0.29888,1.905718791,9.145826791
3.112,0.185168795,7.240136,0.42192,1,0.29896,1.906048795,9.146184795
3.113,0.1852588,7.240164,0.42208,1,0.29904,1.9063788,9.1465428
3.114,0.185348804,7.240192,0.42224,1,0.29912,1.906708804,9.146900804
3.115,0.185438808,7.24022,0.4224,1,0.2992,1.907038808,9.147258808
3.116,0.185528812,7.240248,0.42256,1,0.29928,1.907368812,9.147616812
3.117,0.185618816,7.240276,0.42272,1,0.29936,1.907698816,9.147974816
3.118,0.18570882,7.240304,0.42288,1,0.29944,1.90802882,9.14833282
3.119,0.185798824,7.240332,0.42304,1,0.29952,1.908358824,9.148690824
3.12,0.185888829,7.24036,0.4232,1,0.2996,1.908688829,9.149048829
3.121,0.185978833,7.240388,0.42336,1,0.29968,1.909018833,9.149406833
3.122,0.186068837,7.240416,0.42352,1,0.29976,1.909348837,9.149764837
3.123,0.186158841,7.240444,0.42368,1,0.29984,1.909678841,9.150122841
3.124,0.186248845,7.240472,0.42384,1,0.29992,1.910008845,9.150480845
3.125,0.186338849,7.2405,0.424,1,0.3,1.910338849,9.150838849
3.126,0.186428854,7.240528,0.42416,1,0.30008,1.910668854,9.151196854
3.127,0.186518858,7.240556,0.42432,1,0.30016,1.910998858,9.151554858
3.128,0.186608862,7.240584,0.42448,1,0.30024,1.911328862,9.151912862
3.129,0.186698866,7.240612,0.42464,1,0.30032,1.911658866,9.152270866
3.13,0.18678887,7.24064,0.4248,1,0.3004,1.91198887,9.15262887
3.131,0.186878874,7.240668,0.42496,1,0.30048,1.912318874,9.152986874
3.132,0.186968878,7.240696,0.42512,1,0.30056,1.912648878,9.153344878
3.133,0.187058883,7.240724,0.42528,1,0.30064,1.912978883,9.153702883
3.134,0.187148887,7.240752,0.42544,1,0.30072,1.913308887,9.154060887
3.135,0.187238891,7.24078,0.4256,1,0.3008,1.913638891,9.154418891
3.136,0.187328895,7.240808,0.42576,1,0.30088,1.913968895,9.154776895
3.137,0.187418899,7.240836,0.42592,1,0.30096,1.914298899,9.155134899
3.138,0.187508903,7.240864,0.42608,1,0.30104,1.914628903,9.155492903
3.139,0.187598907,7.240892,0.42624,1,0.30112,1.914958907,9.155850907
3.14,0.187688912,7.24092,0.4264,1,0.3012,1.915288912,9.156208912
3.141,0.187778916,7.240948,0.42656,1,0.30128,1.915618916,9.156566916
3.142,0.18786892,7.240976,0.42672,1,0.30136,1.91594892,9.15692492
3.143,0.187958924,7.241004,0.42688,1,0.30144,1.916278924,9.157282924
3.144,0.188048928,7.241032,0.42704,1,0.30152,1.916608928,9.157640928
3.145,0.188138932,7.24106,0.4272,1,0.3016,1.916938932,9.157998932
3.146,0.188228936,7.241088,0.42736,1,0.30168,1.917268936,9.158356936
3.147,0.188318941,7.241116,0.42752,1,0.30176,1.917598941,9.158714941
3.148,0.188408945,7.241144,0.42768,1,0.30184,1.917928945,9.159072945
3.149,0.188498949,7.241172,0.42784,1,0.30192,1.918258949,9.159430949
3.15,0.188588953,7.2412,0.428,1,0.302,1.918588953,9.159788953
3.151,0.188678957,7.241228,0.42816,1,0.30208,1.918918957,9.160146957
3.152,0.188768961,7.241256,0.42832,1,0.30216,1.919248961,9.160504961
3.153,0.188858965,7.241284,0.42848,1,0.30224,1.919578965,9.160862965
3.154,0.18894897,7.241312,0.42864,1,0.30232,1.91990897,9.16122097
3.155,0.189038974,7.24134,0.4288,1,0.3024,1.920238974,9.161578974
3.156,0.189128978,7.241368,0.42896,1,0.30248,1.920568978,9.161936978
3.157,0.189218982,7.241396,0.42912,1,0.30256,1.920898982,9.162294982
3.158,0.189308986,7.241424,0.42928,1,0.30264,1.921228986,9.162652986
3.159,0.18939899,7.241452,0.42944,1,0.30272,1.92155899,9.16301099
3.16,0.189488994,7.24148,0.4296,1,0.3028,1.921888994,9.163368994
3.161,0.189578999,7.241508,0.42976,1,0.30288,1.922218999,9.163726999
3.162,0.189669003,7.241536,0.42992,1,0.30296,1.922549003,9.164085003
3.163,0.189759007,7.241564,0.43008,1,0.30304,1.922879007,9.164443007
3.164,0.189849011,7.241592,0.43024,1,0.30312,1.923209011,9.164801011
3.165,0.189939015,7.24162,0.4304,1,0.3032,1.923539015,9.165159015
3.166,0.190029019,7.241648,0.43056,1,0.30328,1.923869019,9.165517019
3.167,0.190119024,7.241676,0.43072,1,0.30336,1.924199024,9.165875024
3.168,0.190209028,7.241704,0.43088,1,0.30344,1.924529028,9.166233028
3.169,0.190299032,7.241732,0.43104,1,0.30352,1.924859032,9.166591032
3.17,0.190389036,7.24176,0.4312,1,0.3036,1.925189036,9.166949036
3.171,0.19047904,7.241788,0.43136,1,0.30368,1.92551904,9.16730704
3.172,0.190569044,7.241816,0.43152,1,0.30376,1.925849044,9.167665044
3.173,0.190659048,7.241844,0.43168,1,0.30384,1.926179048,9.168023048
3.174,0.190749053,7.241872,0.43184,1,0.30392,1.926509053,9.168381053
3.175,0.190839057,7.2419,0.432,1,0.304,1.926839057,9.168739057
3.176,0.190929061,7.241928,0.43216,1,0.30408,1.927169061,9.169097061
3.177,0.191019065,7.241956,0.43232,1,0.30416,1.927499065,9.169455065
3.178,0.191109069,7.241984,0.43248,1,0.30424,1.927829069,9.169813069
3.179,0.191199073,7.242012,0.43264,1,0.30432,1.928159073,9.170171073
3.18,0.191289077,7.24204,0.4328,1,0.3044,1.928489077,9.170529077
3.181,0.191379082,7.242068,0.43296,1,0.30448,1.928819082,9.170887082
3.182,0.191469086,7.242096,0.43312,1,0.30456,1.929149086,9.171245086
3.183,0.19155909,7.242124,0.43328,1,0.30464,1.92947909,9.17160309
3.184,0.191649094,7.242152,0.43344,1,0.30472,1.929809094,9.171961094
3.185,0.191739098,7.24218,0.4336,1,0.3048,1.930139098,9.172319098
3.186,0.191829102,7.242208,0.43376,1,0.30488,1.930469102,9.172677102
3.187,0.191919106,7.242236,0.43392,1,0.30496,1.930799106,9.173035106
3.188,0.192009111,7.242264,0.43408,1,0.30504,1.931129111,9.173393111
3.189,0.192099115,7.242292,0.43424,1,0.30512,1.931459115,9.173751115
3.19,0.192189119,7.24232,0.4344,1,0.3052,1.931789119,9.174109119
3.191,0.192279123,7.242348,0.43456,1,0.30528,1.932119123,9.174467123
3.192,0.192369127,7.242376,0.43472,1,0.30536,1.932449127,9.174825127
3.193,0.192459131,7.242404,0.43488,1,0.30544,1.932779131,9.175183131
3.194,0.192549135,7.242432,0.43504,1,0.30552,1.933109135,9.175541135
3.195,0.19263914,7.24246,0.4352,1,0.3056,1.93343914,9.17589914
3.196,0.192729144,7.242488,0.43536,1,0.30568,1.933769144,9.176257144
3.197,0.192819148,7.242516,0.43552,1,0.30576,1.934099148,9.176615148
3.198,0.192909152,7.242544,0.43568,1,0.30584,1.934429152,9.176973152
3.199,0.192999156,7.242572,0.43584,1,0.30592,1.934759156,9.177331156
3.2,0.19308916,7.2426,0.436,1,0.306,1.93508916,9.17768916
3.201,0.193179164,7.242628,0.43616,1,0.30608,1.935419164,9.178047164
3.202,0.193269169,7.242656,0.43632,1,0.30616,1.935749169,9.178405169
3.203,0.193359173,7.242684,0.43648,1,0.30624,1.936079173,9.178763173
3.204,0.193449177,7.242712,0.43664,1,0.30632,1.936409177,9.179121177
3.205,0.193539181,7.24274,0.4368,1,0.3064,1.936739181,9.179479181
3.206,0.193629185,7.242768,0.43696,1,0.30648,1.937069185,9.179837185
3.207,0.193719189,7.242796,0.43712,1,0.30656,1.937399189,9.180195189
3.208,0.193809193,7.242824,0.43728,1,0.30664,1.937729193,9.180553193
3.209,0.193899198,7.242852,0.43744,1,0.30672,1.938059198,9.180911198
3.21,0.193989202,7.24288,0.4376,1,0.3068,1.938389202,9.181269202
3.211,0.194079206,7.242908,0.43776,1,0.30688,1.938719206,9.181627206
3.212,0.19416921,7.242936,0.43792,1,0.30696,1.93904921,9.18198521
3.213,0.194259214,7.242964,0.43808,1,0.30704,1.939379214,9.182343214
3.214,0.194349218,7.242992,0.43824,1,0.30712,1.939709218,9.182701218
3.215,0.194439223,7.24302,0.4384,1,0.3072,1.940039223,9.183059223
3.216,0.194529227,7.243048,0.43856,1,0.30728,1.940369227,9.183417227
3.217,0.194619231,7.243076,0.43872,1,0.30736,1.940699231,9.183775231
3.218,0.194709235,7.243104,0.43888,1,0.30744,1.941029235,9.184133235
3.219,0.194799239,7.243132,0.43904,1,0.30752,1.941359239,9.184491239
3.22,0.194889243,7.24316,0.4392,1,0.3076,1.941689243,9.184849243
3.221,0.194979247,7.243188,0.43936,1,0.30768,1.942019247,9.185207247
3.222,0.195069252,7.243216,0.43952,1,0.30776,1.942349252,9.185565252
3.223,0.195159256,7.243244,0.43968,1,0.30784,1.942679256,9.185923256
3.224,0.19524926,7.243272,0.43984,1,0.30792,1.94300926,9.18628126
3.225,0.195339264,7.2433,0.44,1,0.308,1.943339264,9.186639264
3.226,0.195429268,7.243328,0.44016,1,0.30808,1.943669268,9.186997268
3.227,0.195519272,7.243356,0.44032,1,0.30816,1.943999272,9.187355272
3.228,0.195609276,7.243384,0.44048,1,0.30824,1.944329276,9.187713276
3.229,0.195699281,7.243412,0.44064,1,0.30832,1.944659281,9.188071281
3.23,0.195789285,7.24344,0.4408,1,0.3084,1.944989285,9.188429285
3.231,0.195879289,7.243468,0.44096,1,0.30848,1.945319289,9.188787289
3.232,0.195969293,7.243496,0.44112,1,0.30856,1.945649293,9.189145293
3.233,0.196059297,7.243524,0.44128,1,0.30864,1.945979297,9.189503297
3.234,0.196149301,7.243552,0.44144,1,0.30872,1.946309301,9.189861301
3.235,0.196239305,7.24358,0.4416,1,0.3088,1.946639305,9.190219305
3.236,0.19632931,7.243608,0.44176,1,0.30888,1.94696931,9.19057731
3.237,0.196419314,7.243636,0.44192,1,0.30896,1.947299314,9.190935314
3.238,0.196509318,7.243664,0.44208,1,0.30904,1.947629318,9.191293318
3.239,0.196599322,7.243692,0.44224,1,0.30912,1.947959322,9.191651322
3.24,0.196689326,7.24372,0.4424,1,0.3092,1.948289326,9.192009326
3.241,0.19677933,7.243748,0.44256,1,0.30928,1.94861933,9.19236733
3.242,0.196869334,7.243776,0.44272,1,0.30936,1.948949334,9.192725334
3.243,0.196959339,7.243804,0.44288,1,0.30944,1.949279339,9.193083339
3.244,0.197049343,7.243832,0.44304,1,0.30952,1.949609343,9.193441343
3.245,0.197139347,7.24386,0.4432,1,0.3096,1.949939347,9.193799347
3.246,0.197229351,7.243888,0.44336,1,0.30968,1.950269351,9.194157351
3.247,0.197319355,7.243916,0.44352,1,0.30976,1.950599355,9.194515355
3.248,0.197409359,7.243944,0.44368,1,0.30984,1.950929359,9.194873359
3.249,0.197499363,7.243972,0.44384,1,0.30992,1.951259363,9.195231363
3.25,0.197589368,7.244,0.444,1,0.31,1.951589368,9.195589368
3.251,0.197680489,7.244072,0.44416,1,0.310076,1.951916489,9.195988489
3.252,0.197771611,7.244144,0.44432,1,0.310152,1.952243611,9.196387611
3.253,0.197862733,7.244216,0.44448,1,0.310228,1.952570733,9.196786733
3.254,0.197953854,7.244288,0.44464,1,0.310304,1.952897854,9.197185854
3.255,0.198044976,7.24436,0.4448,1,0.31038,1.953224976,9.197584976
3.256,0.198136098,7.244432,0.44496,1,0.310456,1.953552098,9.197984098
3.257,0.198227219,7.244504,0.44512,1,0.310532,1.953879219,9.198383219
3.258,0.198318341,7.244576,0.44528,1,0.310608,1.954206341,9.198782341
3.259,0.198409463,7.244648,0.44544,1,0.310684,1.954533463,9.199181463
3.26,0.198500584,7.24472,0.4456,1,0.31076,1.954860584,9.199580584
3.261,0.198591706,7.244792,0.44576,1,0.310836,1.955187706,9.199979706
3.262,0.198682828,7.244864,0.44592,1,0.310912,1.955514828,9.200378828
3.263,0.198773949,7.244936,0.44608,1,0.310988,1.955841949,9.200777949
3.264,0.198865071,7.245008,0.44624,1,0.311064,1.956169071,9.201177071
3.265,0.198956193,7.24508,0.4464,1,0.31114,1.956496193,9.201576193
3.266,0.199047314,7.245152,0.44656,1,0.311216,1.956823314,9.201975314
3.267,0.199138436,7.245224,0.44672,1,0.311292,1.957150436,9.202374436
3.268,0.199229558,7.245296,0.44688,1,0.311368,1.957477558,9.202773558
3.269,0.199320679,7.245368,0.44704,1,0.311444,1.957804679,9.203172679
3.27,0.199411801,7.24544,0.4472,1,0.31152,1.958131801,9.203571801
3.271,0.199502923,7.245512,0.44736,1,0.311596,1.958458923,9.203970923
3.272,0.199594044,7.245584,0.44752,1,0.311672,1.958786044,9.204370044
3.273,0.199685166,7.245656,0.44768,1,0.311748,1.959113166,9.204769166
3.274,0.199776288,7.245728,0.44784,1,0.311824,1.959440288,9.205168288
3.275,0.199867409,7.2458,0.448,1,0.3119,1.959767409,9.205567409
3.276,0.199958531,7.245872,0.44816,1,0.311976,1.960094531,9.205966531
3.277,0.200049653,7.245944,0.44832,1,0.312052,1.960421653,9.206365653
3.278,0.200140774,7.246016,0.44848,1,0.312128,1.960748774,9.206764774
3.279,0.200231896,7.246088,0.44864,1,0.312204,1.961075896,9.207163896
3.28,0.200323018,7.24616,0.4488,1,0.31228,1.961403018,9.207563018
3.281,0.20041414,7.246232,0.44896,1,0.312356,1.96173014,9.20796214
3.282,0.200505261,7.246304,0.44912,1,0.312432,1.962057261,9.208361261
3.283,0.200596383,7.246376,0.44928,1,0.312508,1.962384383,9.208760383
3.284,0.200687505,7.246448,0.44944,1,0.312584,1.962711505,9.209159505
3.285,0.200778626,7.24652,0.4496,1,0.31266,1.963038626,9.209558626
3.286,0.200869748,7.246592,0.44976,1,0.312736,1.963365748,9.209957748
3.287,0.20096087,7.246664,0.44992,1,0.312812,1.96369287,9.21035687
3.288,0.201051991,7.246736,0.45008,1,0.312888,1.964019991,9.210755991
3.289,0.201143113,7.246808,0.45024,1,0.312964,1.964347113,9.211155113
3.29,0.201234235,7.24688,0.4504,1,0.31304,1.964674235,9.211554235
3.291,0.201325356,7.246952,0.45056,1,0.313116,1.965001356,9.211953356
3.292,0.201416478,7.247024,0.45072,1,0.313192,1.965328478,9.212352478
3.293,0.2015076,7.247096,0.45088,1,0.313268,1.9656556,9.2127516
3.294,0.201598721,7.247168,0.45104,1,0.313344,1.965982721,9.213150721
3.295,0.201689843,7.24724,0.4512,1,0.31342,1.966309843,9.213549843
3.296,0.201780965,7.247312,0.45136,1,0.313496,1.966636965,9.213948965
3.297,0.201872086,7.247384,0.45152,1,0.313572,1.966964086,9.214348086
3.298,0.201963208,7.247456,0.45168,1,0.313648,1.967291208,9.214747208
3.299,0.20205433,7.247528,0.45184,1,0.313724,1.96761833,9.21514633
3.3,0.202145451,7.2476,0.452,1,0.3138,1.967945451,9.215545451
3.301,0.202236573,7.247672,0.45216,1,0.313876,1.968272573,9.215944573
3.302,0.202327695,7.247744,0.45232,1,0.313952,1.968599695,9.216343695
3.303,0.202418816,7.247816,0.45248,1,0.314028,1.968926816,9.216742816
3.304,0.202509938,7.247888,0.45264,1,0.314104,1.969253938,9.217141938
3.305,0.20260106,7.24796,0.4528,1,0.31418,1.96958106,9.21754106
3.306,0.202692181,7.248032,0.45296,1,0.314256,1.969908181,9.217940181
3.307,0.202783303,7.248104,0.45312,1,0.314332,1.970235303,9.218339303
3.308,0.202874425,7.248176,0.45328,1,0.314408,1.970562425,9.218738425
3.309,0.202965546,7.248248,0.45344,1,0.314484,1.970889546,9.219137546
3.31,0.203056668,7.24832,0.4536,1,0.31456,1.971216668,9.219536668
3.311,0.20314779,7.248392,0.45376,1,0.314636,1.97154379,9.21993579
3.312,0.203238911,7.248464,0.45392,1,0.314712,1.971870911,9.220334911
3.313,0.203330033,7.248536,0.45408,1,0.314788,1.972198033,9.220734033
3.314,0.203421155,7.248608,0.45424,1,0.314864,1.972525155,9.221133155
3.315,0.203512276,7.24868,0.4544,1,0.31494,1.972852276,9.221532276
3.316,0.203603398,7.248752,0.45456,1,0.315016,1.973179398,9.221931398
3.317,0.20369452,7.248824,0.45472,1,0.315092,1.97350652,9.22233052
3.318,0.203785641,7.248896,0.45488,1,0.315168,1.973833641,9.222729641
3.319,0.203876763,7.248968,0.45504,1,0.315244,1.974160763,9.223128763
3.32,0.203967885,7.24904,0.4552,1,0.31532,1.974487885,9.223527885
3.321,0.204059006,7.249112,0.45536,1,0.315396,1.974815006,9.223927006
3.322,0.204150128,7.249184,0.45552,1,0.315472,1.975142128,9.224326128
3.323,0.20424125,7.249256,0.45568,1,0.315548,1.97546925,9.22472525
3.324,0.204332371,7.249328,0.45584,1,0.315624,1.975796371,9.225124371
3.325,0.204423493,7.2494,0.456,1,0.3157,1.976123493,9.225523493
3.326,0.204514615,7.249472,0.45616,1,0.315776,1.976450615,9.225922615
3.327,0.204605736,7.249544,0.45632,1,0.315852,1.976777736,9.226321736
3.328,0.204696858,7.249616,0.45648,1,0.315928,1.977104858,9.226720858
3.329,0.20478798,7.249688,0.45664,1,0.316004,1.97743198,9.22711998
3.33,0.204879102,7.24976,0.4568,1,0.31608,1.977759102,9.227519102
3.331,0.204970223,7.249832,0.45696,1,0.316156,1.978086223,9.227918223
3.332,0.205061345,7.249904,0.45712,1,0.316232,1.978413345,9.228317345
3.333,0.205152467,7.249976,0.45728,1,0.316308,1.978740467,9.228716467
3.334,0.205243588,7.250048,0.45744,1,0.316384,1.979067588,9.229115588
3.335,0.20533471,7.25012,0.4576,1,0.31646,1.97939471,9.22951471
3.336,0.205425832,7.250192,0.45776,1,0.316536,1.979721832,9.229913832
3.337,0.205516953,7.250264,0.45792,1,0.316612,1.980048953,9.230312953
3.338,0.205608075,7.250336,0.45808,1,0.316688,1.980376075,9.230712075
3.339,0.205699197,7.250408,0.45824,1,0.316764,1.980703197,9.231111197
3.34,0.205790318,7.25048,0.4584,1,0.31684,1.981030318,9.231510318
3.341,0.20588144,7.250552,0.45856,1,0.316916,1.98135744,9.23190944
3.342,0.205972562,7.250624,0.45872,1,0.316992,1.981684562,9.232308562
3.343,0.206063683,7.250696,0.45888,1,0.317068,1.982011683,9.232707683
3.344,0.206154805,7.250768,0.45904,1,0.317144,1.982338805,9.233106805
3.345,0.206245927,7.25084,0.4592,1,0.31722,1.982665927,9.233505927
3.346,0.206337048,7.250912,0.45936,1,0.317296,1.982993048,9.233905048
3.347,0.20642817,7.250984,0.45952,1,0.317372,1.98332017,9.23430417
3.348,0.206519292,7.251056,0.45968,1,0.317448,1.983647292,9.234703292
3.349,0.206610413,7.251128,0.45984,1,0.317524,1.983974413,9.235102413
3.35,0.206701535,7.2512,0.46,1,0.3176,1.984301535,9.235501535
3.351,0.206792657,7.251272,0.46016,1,0.317676,1.984628657,9.235900657
3.352,0.206883778,7.251344,0.46032,1,0.317752,1.984955778,9.236299778
3.353,0.2069749,7.251416,0.46048,1,0.317828,1.9852829,9.2366989
3.354,0.207066022,7.251488,0.46064,1,0.317904,1.985610022,9.237098022
3.355,0.207157143,7.25156,0.4608,1,0.31798,1.985937143,9.237497143
3.356,0.207248265,7.251632,0.46096,1,0.318056,1.986264265,9.237896265
